institution_name,institution_type,province,city,street,postal_code,phone,email,website,program_categories,is_public,directory_id,created_at,source
Chartered Professional Accountants (Cpa) On,training_provider,ON,Toronto,3400-130 King Street West,,(519) 474-0829,scarborough@safespace.ca; vaughan@safespace.ca,https://www.ngtax.ca/,"Education, Healthcare, IT",True,a68e7b6e-0e7c-4073-9060-ae14d1875b97,2026-01-10T13:15:05.406992+00:00,excel_import
Advanced Physical Therapy Education Institute,training_provider,ON,Markham,44 Sea Island Path,L3T 3A4,ÃƒÂ‚Ã‚Â 905-707-0819,info@brunoschools.com,https://www.aptei.ca/,Education,True,19ca9b24-0c6c-44e1-a62c-bdc6151f56c3,2026-01-10T13:15:05.407948+00:00,excel_import
Canadian Business Skills College Of Technology,college,ON,Markham,200-80 Acadia Avenue,L3R 9V1,(905) 477-6667,,http://www.cbscollege.ca/,"Education, Community, Business, IT, Arts",True,78524548-84e9-4d8b-95fe-dac94b5c36e4,2026-01-10T13:15:05.408986+00:00,excel_import
Canadian College Of Food And Health,college,ON,Markham,311-80 Acadia Avenue,L3R 9V1,14166404067,,http://www.ccofah.org/,"Education, Healthcare, IT, Culinary",True,1fa3e2ea-6198-4bb8-8a6f-50430ba89234,2026-01-10T13:15:05.409915+00:00,excel_import
Canadian Fire Alarm Association,training_provider,ON,Markham,85 Citizen Court,L6G 1A8,905.944.0030,,https://cfaa.ca/,"Education, IT, Arts",True,ed8e3da9-b2ae-46ea-b7b1-5f97a738054a,2026-01-10T13:15:05.410809+00:00,excel_import
Canadian Scitech College,college,ON,Markham,100-80 Acadia Avenue,L3R 9V1,14168337666,info@ctcmpao.on.ca,http://www.cstcollege.ca/,"Education, IT",True,7c5c41d5-47a7-4854-a85f-a59096bfa953,2026-01-10T13:15:05.411744+00:00,excel_import
Elite College Of Business And Health Care,college,ON,Markham,101-20 Main Street North,L3P 1X2,19055548882,nationalballroomacademy@gmail.com,https://elitecollege.school/,"Education, Healthcare, Community, Business, IT, Beauty, Arts",True,11a893be-f88e-4f13-9c14-4ea84f59bf75,2026-01-10T13:15:05.412645+00:00,excel_import
Liberty Tax Services Inc.,training_provider,ON,Markham,16-110 Riviera Drive,L3R 5M1,,paul@pflcpa.ca,https://www.libertytaxcanada.ca/income-tax-preparation-locations/on-markham-16-110-riviera-dr.html,,True,396442f5-029c-4011-a0d5-0f016ff2d4e1,2026-01-10T13:15:05.413678+00:00,excel_import
National Ballroom Academy,training_provider,ON,Markham,39 Glen Cameron Road #1,L3T 1P1,(905) 763-2623,,https://www.nationalballroomacademy.com/,,True,f18752a0-1783-42db-b605-c2c062d1c839,2026-01-10T13:15:05.414676+00:00,excel_import
Ontario College Of Traditional Chinese Medicine,college,ON,Markham,7130 Warden Ave,L3R 1S2,(905) 477-8855,office@torontocheder.org,http://www.octcm.com/,"Education, Healthcare, IT",True,8157190e-134a-45d3-bce2-6a254586fc99,2026-01-10T13:15:05.415590+00:00,excel_import
Prepformula Inc.,training_provider,ON,Markham,365-8171 Yonge Street,L3T 2L6,(416) 825-3006,support@prepformula.com,https://prepformula.com/,,True,47ab7acc-75a1-4487-9fe6-b929cae50a9e,2026-01-10T13:15:05.416516+00:00,excel_import
The Academy Of Nail Design,training_provider,ON,Meaford,97 Pollard Drive,N4L 1A6,,,https://taond.com/,"Education, Healthcare, IT, Beauty",True,038e93a2-bd16-41cf-bb61-bc1a6533c0cd,2026-01-10T13:15:05.417520+00:00,excel_import
Canadian College Of Educators,college,ON,Mississauga,203-1370 Dundas Street East,L4Y 4G4,19058960000,info@alphalogic.ca,http://canadiancollegeofeducators.ca/,,True,62e19114-beaa-4733-99f4-de1697dd1c31,2026-01-10T13:15:05.418709+00:00,excel_import
College Of International Holistic Studies,college,ON,Ingersoll,220 Wonham St. N,N5C 4E,1 (905) 864 Â– 8694,,https://naturalmedicinecollege.ca/,,True,6c128b9f-f6f6-47d8-b020-b3f9022d94af,2026-01-10T13:15:05.420035+00:00,excel_import
First Canadian Truck And Forklift Training Centre,training_provider,ON,Mississauga,11-7050 Telford Way,L5S 1V7,19056727889,,http://firstcan.ca/,,True,3d2984e8-1027-4f15-b1b5-f6e4907e76d3,2026-01-10T13:15:05.421238+00:00,excel_import
"A1-Global College Of Health, Business & Technology",college,ON,Mississauga,2960 Drew Road,L4T 0A5,19056722277,,https://a1globalcollege.ca/,"Education, Business, IT, Arts",True,7595cb5c-6744-4107-8736-a8afbc5d0c07,2026-01-10T13:15:05.422580+00:00,excel_import
Academy Of Locksmithing Inc.,training_provider,ON,Mississauga,6070 Farmstead Lane,L5N 2Z4,14163212220,,https://www.academyoflocksmithing.ca/,"Education, IT",True,1ff5e5f9-6838-40fe-b7ac-c70a39cf8ab1,2026-01-10T13:15:05.423847+00:00,excel_import
Consultation Linguistique Inc.,training_provider,ON,OTTAWA,A-697 King Edward Avenue,K1W 7N9,(905) 896-8428,,https://www.languagemarketplace.com/,Arts,True,daeb4358-d8e7-45ea-a226-4697def11569,2026-01-10T13:15:05.425127+00:00,excel_import
Berlitz Canada,training_provider,ON,Mississauga,212-6660 Kennedy Road,L5T 2M9,(647) 352-2075,,https://www.berlitz.com/,"Education, Healthcare, IT, Childcare",True,77bcbea9-0253-4850-b23f-79acbf5048c7,2026-01-10T13:15:05.426425+00:00,excel_import
Biztech Institute Inc.,training_provider,ON,Mississauga,205-5170 Dixie Road,L4W1E3,905 212 9039,cwsinfo@weldingskills.com,https://biztechcollege.com,"Education, Healthcare, IT, Childcare, Security",True,08b6b6ce-7368-48df-af0f-11ebe6daa425,2026-01-10T13:15:05.427673+00:00,excel_import
Canadian Academy Of Traditional Chinese Medicine Inc.,training_provider,ON,Mississauga,"1048 Matheson Blvd E,",L4W 2v2,905-606-0062,info@languagemarketplace.com,https://cctcm.ca/,"Education, Healthcare, IT",True,f0f6a78d-5305-4cf7-b4c3-1a90a5082797,2026-01-10T13:15:05.428901+00:00,excel_import
Canadian College For Leadership And Management Inc.,college,ON,Mississauga,3055 Tacc Drive,L5M 0A9,647-560-8760,,https://www.cclmcanada.org/,"Education, IT",True,b0d76c05-673a-4b3b-aff3-7e50401d40a1,2026-01-10T13:15:05.430095+00:00,excel_import
Canadian Institute Of Telecommunications Inc.,training_provider,ON,Mississauga,7200 Goreway Drive,L4T 2T7,19056719999,,http://www.cimtcollege.com/,,True,056c6470-b051-460a-9abf-f49826e182de,2026-01-10T13:15:05.431363+00:00,excel_import
Canadian Integration By Dental Education Inc. Cide,training_provider,ON,Mississauga,D-4560  Dixie Road,L4W 1N2,16478790860,,http://www.cideonline.ca/,"Education, Healthcare, Dental",True,69f29e96-8827-4923-bb52-e3b8d4b680ab,2026-01-10T13:15:05.432577+00:00,excel_import
Canadian Measurement Metrology Inc.,training_provider,ON,Mississauga,2433 Meadowvale Boulevard,L5N 5S2,905.819.6886,,https://www.cmmxyz.com/cmm-training/,"Education, IT",True,2b00cf09-42ca-4726-9e96-f323e478da0c,2026-01-10T13:15:05.433785+00:00,excel_import
Canadian Truck Training Centre - Mississauga,training_provider,ON,Mississauga,7270 Torbram Road,L4T 3Y7,19056737200,,https://canadiantrucktraining.com/,"Education, IT, Logistics, Arts",True,1b4fb6e4-687f-4f77-819c-6ac986da7328,2026-01-10T13:15:05.434968+00:00,excel_import
Chellsey Institute Of Beauty & Health Inc.,training_provider,ON,Mississauga,1900 Dundas Street East,L4X 2Z4,19052320884,rwilliams@glassratner.com; UvaroLHL@glassratner.com; eklein@glassratner.com,http://www.chellseyinstitute.ca/,Beauty,True,f6cad15c-adbb-4a0d-b0c6-2cddca93656d,2026-01-10T13:15:05.436162+00:00,excel_import
Commercial Heavy Equipment Training Ltd.,training_provider,ON,Mississauga,2421 Cawthra Road,L5A 2W7,19052754545,,http://www.chet.ca/,,True,12f48292-3efe-4ede-8852-7fc80b67cb41,2026-01-10T13:15:05.437330+00:00,excel_import
Chef School,training_provider,ON,Mississauga,5732 Kennedy Road,L4Z 1T1,19052735588,,http://www.chefschool.ca/,"IT, Culinary",True,4d593c44-c409-40ef-a691-a9aecb97f486,2026-01-10T13:15:05.438508+00:00,excel_import
Dr. Kshitij'S Academia Of Excelence Inc.,training_provider,ON,Mississauga,1-4540 Dixie Road,L4W 1N2,16478334596,,https://acecourses.ca/,"Education, Healthcare, IT, Arts, Dental",True,ffe146bb-35c1-40b9-8f49-f9c068a624c8,2026-01-10T13:15:05.439711+00:00,excel_import
Education Edge Canada Inc.,training_provider,ON,Mississauga,203-120 Matheson Boulevard East,L4Z 1X1,647 620 9490,,https://www.educationedge.ca/,"Education, Business, IT, Arts",True,b0d4022d-98ca-415a-8534-70373780af22,2026-01-10T13:15:05.440888+00:00,excel_import
Epic College Of Technology,college,ON,Mississauga,100-5670 McAdam Road,L4Z 1T2,19052032500,,http://www.epiccollege.ca/,"Education, IT, Security",True,1f447ff9-3204-4aab-ac4f-0b32dcce34e2,2026-01-10T13:15:05.442055+00:00,excel_import
Epic Educational Program Innovations Center Inc.,training_provider,ON,Mississauga,100-5670 McAdam Road,L4Z 1T2,18883119976,,https://epictraining.ca/,,True,d6f77f68-c1af-4734-b5bf-2aade2953d82,2026-01-10T13:15:05.443205+00:00,excel_import
Executive Language Consultants,training_provider,ON,Mississauga,255-251 Queen Street S.,L5M 1L7,19058287840,,https://elc-canada.com/contact-us/,,True,db1b9ffd-6cb5-49f9-a412-a2ec27c72f78,2026-01-10T13:15:05.446113+00:00,excel_import
Fox College Of Business,college,ON,Mississauga,4192 Viburnum Crt.,L5C 3V5,,,https://foxcollege.ca/,,True,60779e9c-6402-4d6f-8554-ec44be010576,2026-01-10T13:15:05.447380+00:00,excel_import
Gina'S College Of Advanced Aesthetics Corporation,college,ON,Mississauga,3045 Southcreek Road Suite 7,L4X 2X6,19056028891,bol@nadrivers.com,https://www.ginascollege.com/,"Education, Healthcare, IT, Beauty",True,6822eb44-f3cb-4c44-8aea-1344a78c9e0b,2026-01-10T13:15:05.448683+00:00,excel_import
Gtaa Fire And Emergency Services Training Institute,training_provider,ON,Mississauga,2025 Courtneypark Drive,L5P 1B2,14167765997,info@oliverslearning.com,https://festi.ca/,"Education, IT",True,c8f349d5-911e-439e-be16-03d3354776ac,2026-01-10T13:15:05.449982+00:00,excel_import
Ifse Institute Of Financial Services Education Inc.,training_provider,ON,Mississauga,601-50 Burnhamthorpe Road W,L5B 3C2,905-803-1110,info@ospe.on.ca; pd@ospe.on.ca,https://www.ifse.ca/,"Education, Community, IT",True,5950a719-5e52-4398-a674-7222120408e8,2026-01-10T13:15:05.451215+00:00,excel_import
Toronto Innovation College,college,ON,Mississauga,5975 Whittle Road #220,L4Z 3N1,9052680958,,https://www.iibs.ca,"Education, Healthcare, Business, IT, Security, Arts",True,9617d409-93d5-44ab-937a-44dad2ff3695,2026-01-10T13:15:05.452613+00:00,excel_import
Institute Of Machine Tool Technology,training_provider,ON,Mississauga,B&C-3687 Nashua Drive,L4V 1V5,19059082355,,http://www.imttcanada.com/,"Education, IT, Arts, Manufacturing",True,1bcf0071-05f6-445d-aa8e-76205f606466,2026-01-10T13:15:05.453871+00:00,excel_import
International Beauty Institute Inc.,training_provider,ON,Mississauga,100-2085 Hurontario Street,L5A4G1,1416-438-3863,,https://www.intlbeautyinstitute.com/,"Education, Healthcare, IT, Childcare, Beauty",True,99fcdd30-ffe8-477c-817d-bb07c7d7c504,2026-01-10T13:15:05.455112+00:00,excel_import
J.A.D.E. - Jai'S Academy For Dental Education,training_provider,ON,Mississauga,320 Matheson Blvd W #105 & 106,L5R 1R1,18888845233,osao.info@artottawa.ca; info@artottawa.ca,http://www.jade.courses/,"Education, IT, Childcare, Arts",True,5f2bab59-9906-420c-9ae9-640d86340d5f,2026-01-10T13:15:05.456338+00:00,excel_import
Kmaster Electronics College Of Technology,college,ON,Mississauga,20-2386 Haines Rd.,L4Y 1Y6,416-831-5257,pims.library@utoronto.ca,https://cellphonerepairtraining.ca/,"Education, Healthcare, Community, IT, Childcare, Arts",True,8f5f9e5e-c9ad-4da4-b355-9526e62bc00c,2026-01-10T13:15:05.457638+00:00,excel_import
Maple Leaf College Of Business And Technology,college,ON,Mississauga,5865 McLaughlin Road,L5R 3V5,833-652-2655,admissions@mlccollege.com,https://mlc-college.com/,,True,fc732723-dd9d-4b2d-a095-9d281c043716,2026-01-10T13:15:05.458957+00:00,excel_import
Marie Ann Longlade School Of Dancing,training_provider,ON,Mississauga,205-1650 Dundas Street East,L4X 2Z3,(905) 276-7471,info@suci2.ca; training@suci2.ca,http://www.marieannlongladeschoolofdance.com/,,True,dd705c4e-d8b9-4e3b-95dc-b573ca812cde,2026-01-10T13:15:05.460170+00:00,excel_import
Metalworks Institute Of Sound & Music Production,training_provider,ON,Mississauga,3611 Mavis Road,L5C 1T7,(905) 279-4000,,https://metalworksinstitute.com/,"Education, Business, IT, Childcare, Arts, Manufacturing",True,cc171a47-0fe5-4227-8572-e2be570db450,2026-01-10T13:15:05.461389+00:00,excel_import
"Mlc College Of Business, Technology & Healthcare",college,ON,Mississauga,101-3173 Erindale Station Road,L5C 1Y5,(905) 507-8200,,http://www.mlccollege.com/,"Education, Healthcare, Community, Business, IT, Beauty",True,6c915206-beaf-4f6f-ac2d-03c5b82acf52,2026-01-10T13:15:05.462632+00:00,excel_import
Olympic Truck Training Centre,training_provider,ON,Mississauga,1121 Derry Road East,L5T 1P3,(647) 280-5000,,http://olympictrucktrainingcentre.com/,,True,93c843c4-c21b-46ca-86c0-f3c85719cadc,2026-01-10T13:15:05.463869+00:00,excel_import
Ontario Catholic Supervisory Officers' Association - Ocsoa,training_provider,ON,Mississauga,730 Courtneypark Drive West,L5W 1L9,(905) 564-8206,,https://ocsoa.ca/,"IT, Arts",True,5f2af5e1-13e6-494a-b645-3c430f9250ac,2026-01-10T13:15:05.465087+00:00,excel_import
Ontario Safety League,training_provider,ON,Mississauga,2595 Skymark Avenue,L4W 4L5,(905) 625-0556,,https://ontariosafetyleague.com/,"Education, IT, Logistics",True,41fac576-5a01-4b7c-8e9f-a6e0fa3880fc,2026-01-10T13:15:05.466327+00:00,excel_import
Peel College Of Professional Studies,college,ON,Mississauga,101-1450 Meyerside Drive,L5T 2N5,(647) 222-8940,,https://peelcollege.ca/,"Education, Healthcare, Business, IT, Culinary, Arts",True,625345ef-2b6c-4b76-9d7e-8691d7f8d077,2026-01-10T13:15:05.467570+00:00,excel_import
Peel District School Board - Adult Education Centre South,training_provider,ON,Mississauga,1490 Ogden Avenue,L5E 2H8,(905) 270-6000,,https://www.peelschools.org/,,True,87d190ab-4c3b-48ec-a141-b9a465aa5eb5,2026-01-10T13:15:05.468781+00:00,excel_import
Phs Truck & Training Services Ltd.,training_provider,ON,Mississauga,3&4-7150 Torbram Road,L4T 3Z8,(905) 671-2933,,http://www.phstraining.ca/,"Education, IT, Logistics",True,bf5abe96-0b25-4272-8d81-74d6e1ddd6f2,2026-01-10T13:15:05.469994+00:00,excel_import
Prep Doctors Corp.,training_provider,ON,Mississauga,200-1515 Matheson Blvd. E.,L4W 2P5,(855) 397-7737,,https://prepdoctors.ca/,"Education, Healthcare, IT, Manufacturing, Dental",True,fb4c4e25-b9d4-4076-8243-82b765ecf3a4,2026-01-10T13:15:05.471230+00:00,excel_import
Scholars Dental Education Inc.,training_provider,ON,Mississauga,Suite 501-77 City Centre East Tower,L4W 0A5,(647) 247-6390,kwvi@golden.net,https://www.scholarsdental.com/,"Education, Healthcare, Dental",True,59f67f3d-5862-4bc9-9621-0712967c6faf,2026-01-10T13:15:05.472458+00:00,excel_import
Skills Development Centre (Ihsa),training_provider,ON,Mississauga,5345 Creekbank Road,L4W 5L5,(416) 674-2726,,http://www.ihsa.ca/,"Education, Healthcare, IT",True,26619953-e3e8-4ccc-a5bf-93459b20b3e7,2026-01-10T13:15:05.473682+00:00,excel_import
Southern Ontario College Of Osteopathy,college,ON,Mississauga,1020 Johnson's Lane,L5J 2P7,(905) 916-7626,info@beyondyogaottawa.com,http://www.clinicalosteopathy.com/,,True,85f21850-008e-4701-a237-be6785b20d22,2026-01-10T13:15:05.474903+00:00,excel_import
Thai Massage Toronto,training_provider,ON,Mississauga,200-268 Lakeshore Road East,L5G 1H1,(416) 833-6506,,http://www.thaimassagetoronto.com/,"Education, Healthcare, IT, Beauty",True,a07615ec-41c0-4106-b769-8cb109047a1d,2026-01-10T13:15:05.476129+00:00,excel_import
The Bowen Institute,training_provider,ON,Mississauga,6855 Meadowvale Town Centre Circle #300,L5N 2Y1,(905) 813-8852,,http://www.boweninstitute.ca/,"Education, IT",True,f93838c7-f135-4602-8a0b-d63f6ab8cb26,2026-01-10T13:15:05.477350+00:00,excel_import
Tnt Truck & Forklift Training Centre Ltd.,training_provider,ON,Mississauga,7150 Tranmere Drive,L5S 1L9,(905) 676-7575,,https://www.truckservicez.com/,,True,7ef06c5a-a688-4b49-996d-e0b4d96c366b,2026-01-10T13:15:05.478560+00:00,excel_import
Vm Truck Academy Inc.,training_provider,ON,Mississauga,7370 Bramalea Road #14,L5S 1N6,(647) 292-6362,,http://www.vmtruckacademy.ca/,,True,e89ce2f0-7c48-4a46-83c7-613c3cbe0cf3,2026-01-10T13:15:05.479771+00:00,excel_import
Weldtech Training Inc.,training_provider,ON,Mississauga,6-1705 Argentia Road,L5N 3A9,(905) 567-1388,,http://www.weldtechtraining.com,"Education, Trades, IT",True,cd7169d8-0a6f-4528-8128-e2a5ec6629c2,2026-01-10T13:15:05.480980+00:00,excel_import
Operating Engineers Training Institute Of Ontario,training_provider,ON,Morrisburg,12580 County Road 2,K0C 1X0,(613) 543-2911,,http://www.oetio.com/,"Education, Healthcare, Trades, IT, Logistics",True,cd243be9-dac8-4f9a-9586-1263e2874ffc,2026-01-10T13:15:05.482204+00:00,excel_import
Simcoe County District School Board,training_provider,ON,Newmarket,1170 Highway 26,L3X 1N6,(705) 728-7570,,http://www.scdsb.on.ca/,"Education, Healthcare, Childcare, Arts",True,759a0790-ca95-4ed4-8444-abce9a312729,2026-01-10T13:15:05.483434+00:00,excel_import
Transitions College Of Business & Career Studies,college,ON,Niagara Falls,4687 Queen Street,L2E 2L9,(905) 358-7760,info@transitionscollege.ca,https://www.facebook.com/InfoTransitions/,,True,ff08ba92-6333-40ac-9b6f-7bcabd77adf9,2026-01-10T13:15:05.484642+00:00,excel_import
Ontario Truck Driving School - Niagara-On-The-Lake,training_provider,ON,Niagara-on-the-Lake,281 Queenston Road,L0S 1J0,(905) 685-1117,,http://www.otds.com/,"Education, IT, Logistics",True,a90024cf-3edb-4232-b4e0-0a8915ab7b1c,2026-01-10T13:15:05.485883+00:00,excel_import
St. Catharines Flying Club,training_provider,ON,Niagara-on-the-Lake,468 Niagara Stone Road,L0S 1J0,(905) 684-9447,,http://www.stcatharinesflyingclub.com/,,True,2f8c5177-9370-4780-b7fd-52e5976c6c53,2026-01-10T13:15:05.487083+00:00,excel_import
Willowbank,training_provider,ON,Niagara-on-the-Lake,14487 Niagara Parkway PO Box 212,L0S 1L0,(905) 262-1239,,http://www.willowbank.ca/,IT,True,18adce1b-f61b-47f0-aba1-d124607e4483,2026-01-10T13:15:05.488287+00:00,excel_import
Transport Training Centres Of Canada Inc. - Ste Catharines,training_provider,ON,Niagara-on-the-Lake,SS4 - 360 York Road,L0S 1J0,(905) 687-8462,,https://ttcc.ca/st-catharines,"Education, Healthcare, IT, Logistics",True,e1493023-6299-4d7c-a69b-4c71a774b07c,2026-01-10T13:15:05.489511+00:00,excel_import
Willowbank,training_provider,ON,Niagara-on-the-Lake,14487 Niagara Parkway,L0S 1L0,(905) 262-1239,,http://www.willowbank.ca/,IT,True,6fa5243b-62c1-4c5b-ade9-9bf54db290e6,2026-01-10T13:15:05.490725+00:00,excel_import
Helicopters Canada Flight Training School,training_provider,ON,North Bay,8-50 Terminal Street,P1B 8G2,(705) 494-4354,,http://www.helicopterscanada.com/,"Education, Healthcare, IT, Arts",True,eac7e6dd-8498-4307-9ad4-1aede96422e6,2026-01-10T13:15:05.491936+00:00,excel_import
Modern College Of Hairstyling & Esthetics- North Bay,college,ON,North Bay,10-1495 Seymour Street,P1A 0C5,(705) 474-1490,,http://www.moderncollege.ca/,"Education, IT, Childcare, Beauty",True,c6b88918-ab15-4fab-b24d-f66340b2452f,2026-01-10T13:15:05.493154+00:00,excel_import
Modern College Of Hairstyling And Esthetics - Barrie,college,ON,North Bay,10-1495 Seymour Street,P1A 0C5,(705) 393-1200,,http://www.moderncollege.ca/,"Education, IT, Childcare, Beauty",True,1d4f11d0-ea44-467e-ba38-1a5aa42f5743,2026-01-10T13:15:05.494364+00:00,excel_import
Modern College Of Hairstyling And Esthetics - Sudbury,college,ON,North Bay,10-1495 Seymour Street,P1A 0C5,(705) 671-9000,,http://www.moderncollege.ca/,"Education, IT, Childcare, Beauty",True,3d21a2ed-fb70-4f79-9577-49d18b0ee10b,2026-01-10T13:15:05.495578+00:00,excel_import
Transport Training Centres Of Canada - North Bay,training_provider,ON,North Bay,17 Willow Street,P1B 8Z4,(705) 840-1176,,http://www.ttcc.ca/north-bay,"Education, Healthcare, IT, Logistics",True,2f27d035-51ec-4bba-b26b-edd6116ce157,2026-01-10T13:15:05.496822+00:00,excel_import
Javelin Technologies Inc.,training_provider,ON,Oakville,4-585 Michigan Drive,L6L 0G1,19058151906,,https://www.javelin-tech.com/,"Education, Community, IT, Arts",True,5d8fce27-f143-4156-abe4-1d8757fddb8c,2026-01-10T13:15:05.498051+00:00,excel_import
Hi* Mark Occupational Skills Training Centre Ltd. - Cambridge,training_provider,ON,Cambridge,3-427 Dundas Street N.,N1R 5R,(519) 621-2620,admissions@octcm.com; toronto@octcm.com; markham@octcm.com,https://himark.ca/,"Education, Healthcare, Trades, Business, IT, Childcare, Arts",True,ae8bc9f8-7837-4358-b30d-9f887c0cbfdd,2026-01-10T13:15:05.499271+00:00,excel_import
Liaison College - Oakville,college,ON,Oakville,2273 Royal Windsor Drive,L6J 7X8,(905) 842-4336,info@primeinternationalcollege.com,http://www.liaisoncollegeoakville.com/,,True,40f1329b-03f6-4ab5-aa8a-883ffaddf9b9,2026-01-10T13:15:05.500459+00:00,excel_import
Oakville School Of Classical Ballet,training_provider,ON,Oakville,136 Church Street,L6J 1M9,(905) 302-5383,,http://www.oakvilleballet.com/,"Education, IT, Childcare, Arts",True,9fcffe94-49b2-4470-afb2-f12fc6a60d36,2026-01-10T13:15:05.501676+00:00,excel_import
Ontario Good Roads Association,training_provider,ON,Oakville,1525 Cornwall Road,L6J 0B2,(289) 291-6472,,https://goodroads.ca/,"Education, Healthcare, IT, Childcare",True,d4c01b20-ee5a-4b39-9144-07e3be7b59ea,2026-01-10T13:15:05.503077+00:00,excel_import
Hi* Mark Occupational Skills Training Centre Ltd. - Oro,training_provider,ON,Oro,2938 Highway 11 S,L0L 2X0,(705) 487-1393,,http://www.himark.ca/,"Education, Healthcare, Trades, Business, IT, Childcare, Arts",True,7af49d63-6641-48f8-a958-97f31ceaf8fb,2026-01-10T13:15:05.504331+00:00,excel_import
"Crossroads Truck Training Academy - Barrie, On",training_provider,ON,Oro Station,2493 HWY 11 N,L0L 2E0,(705) 719-2419,,http://www.crossroadsbarrie.ca/,"Education, IT, Logistics",True,d4dfd937-99e6-41ad-9473-6c535f04413a,2026-01-10T13:15:05.505576+00:00,excel_import
Huron-Superior Catholic District School Board,training_provider,ON,Sault Ste. Marie,90 Ontario Ave.,P6G 6G7,(705) 945-5400,,https://www.hscdsb.on.ca/,"Education, Community, IT, Childcare",True,9dd9d053-cdc1-40ca-a1c1-027cdee637ea,2026-01-10T13:15:05.506805+00:00,excel_import
Ontario Truck Training Academy,training_provider,ON,Oshawa,Oshawa,L1H 3V6,18007532284,,https://otta.ca,"Education, IT, Logistics",True,2920682f-aa98-4408-8e1b-6d26b2c35b3b,2026-01-10T13:15:05.508022+00:00,excel_import
Ibt College,college,ON,North York,500-47 Sheppard Ave. E.,M2N 7E7,+1 416.963.1211,oscadesk@gmail.com,https://ibtcollege.com/,"Education, Healthcare, Community, Business, IT, Arts",True,d4b84504-9a91-4ffd-8ac7-142d5d5fff26,2026-01-10T13:15:05.509240+00:00,excel_import
Art & Technique Academy Of Hairstyling And Esthetics,training_provider,ON,Oshawa,15 Simcoe Street S,L1H 4G1,905-728-5372,,https://artandtechnique.com/,"Education, Healthcare, IT, Beauty",True,d5009be0-fff5-440b-8896-65fc6b83cb84,2026-01-10T13:15:05.510462+00:00,excel_import
Art & Technique Academy Of Hairstyling And Esthetics - Cornwall,training_provider,ON,Oshawa,15 Simcoe St S.,L1H 4G1,905-728-5372,info@artandtechnique.com,https://www.artandtechnique.com/,,True,e5a774e0-2f9b-4414-aa87-640ccdf6769f,2026-01-10T13:15:05.511668+00:00,excel_import
Health Recovery Professionals,training_provider,ON,Oshawa,27-1100 Oxford Street,L1J 6G4,416-953-7633,ocsoa@ocsoa.ca,https://www.healthrecovery.ca/,"Education, Healthcare, Business, IT",True,1e180d21-e73d-4b5f-98c1-4d2c15ddb704,2026-01-10T13:15:05.512938+00:00,excel_import
Ottawa School Of Embodied Yoga Therapy Inc.,training_provider,ON,Oshawa,220 Chadburn St.,L1H 5V6,(416) 721-8529,,https://yogatherapyottawa.com/,"Education, Community, IT",True,32f43ef1-337a-4522-af6e-67cfb8a47af0,2026-01-10T13:15:05.514181+00:00,excel_import
Karma Yoga Academy,training_provider,ON,Oshawa,4703 Thornton Road North,L1H 7K4,,,http://www.karmayogabrooklin.com/,"Education, IT",True,ec658b45-3142-4b23-8426-86eb9ddc9d6f,2026-01-10T13:15:05.515424+00:00,excel_import
Toronto Airways Inc.,training_provider,ON,Oshawa,1250 Airport Blvd.,L1J 8P5,(905) 404-9252,,https://torontoairways.com/,"Education, IT",True,b0f908c2-51b1-415a-a9e9-2da6683c7d8e,2026-01-10T13:15:05.516648+00:00,excel_import
Transport Training Centres Of Canada Inc. - Whitby/Oshawa,training_provider,ON,Oshawa,B4- 200 John Street,L1J 2B4,(905) 668-4211,,http://www.ttcc.ca/oshawa,"Education, Healthcare, IT, Logistics",True,a2363650-c02e-4d33-89cf-9fdfe40da748,2026-01-10T13:15:05.518053+00:00,excel_import
Trillium College - Oshawa,college,ON,Oshawa,100-419 King Street West,L1J 2K5,(855) 234-2008,,https://www.trilliumcollege.ca/,"Education, Healthcare, Community, Business, IT, Beauty",True,a05b75dd-f4b1-4647-87eb-3bb06915880a,2026-01-10T13:15:05.519409+00:00,excel_import
Commercial Truck Training Centre Inc.,training_provider,ON,Ottawa,53 Gemstone Cove,K2P 1M2,(204) 291-8471,info@cttc.ca,http://www.cttc.ca/,"Education, Healthcare, IT, Logistics, Arts",True,2c54b9b0-c167-4af5-bdfc-0b120d49b7d4,2026-01-10T13:15:05.520631+00:00,excel_import
Aboriginal Financial Officer Association Of Canada,training_provider,ON,Ottawa,301-1066 Somerset Street W,K1Y 4T3,613-722-5543,,https://afoa.ca/,,True,68b003ee-50b5-4371-a17e-4a2227a788a0,2026-01-10T13:15:05.521836+00:00,excel_import
Academie De Dessin De Mode Richard Robinson Academy Of Fashion Design Inc.,training_provider,ON,Ottawa,419 Sussex Drive,K1N 9M6,613-241-5233,info@beyondyogaottawa.com,https://www.richardrobinson.com/,"Education, Arts",True,378fa5f7-c693-43c1-b772-9d155815b9e1,2026-01-10T13:15:05.523054+00:00,excel_import
Algonquin Careers Academy,training_provider,ON,Ottawa,1830 Bank Street,K1V 7Y6,613.722.7811,info@cameratamusic.ca,http://www.algonquinacademy.com/,"Education, Healthcare, IT, Childcare, Arts",True,338b520f-14c6-44a2-9d5c-e36745dca45f,2026-01-10T13:15:05.524101+00:00,excel_import
